Пункты назначения — FSP Core
"То, до чего оператор везёт: склады, сортировочные и распределительные центры, транзитные хабы и точки сдачи заказов маркетплейсов. Код неизменяем после публикации (CAT-012). Собирается скриптом из официальных справочников маркетплейсов, руками не правится. Страна в коде ISO 3166-1 alpha-2. Пункты выдачи покупателю в реестр не входят: их десятки тысяч, ссылка на них идёт внешним идентификатором."
Код,Название,Тип,Маркетплейс,Страна,Город,Регион,Внешний ID,Статус
ozon_1020002498196000,МО_ИСТРА_3_ХАБ,sorting_center,ozon,RU,,"Москва, МО и Дальние регионы",1020002498196000,active
ozon_1020002930328000,МО_ИСТРА_4_ХАБ,sorting_center,ozon,RU,,"Москва, МО и Дальние регионы",1020002930328000,active
ozon_1020000032914000,МО_ИСТРА_ДО,sorting_center,ozon,RU,,"Москва, МО и Дальние регионы",1020000032914000,active
ozon_22757590219000,МО_ИСТРА_КГТ,sorting_center,ozon,RU,,"Москва, МО и Дальние регионы",22757590219000,active
ozon_22239128924000,МО_ИСТРА_ХАБ,sorting_center,ozon,RU,,"Москва, МО и Дальние регионы",22239128924000,active
ozon_1020003227870000,МО_М4_ХАБ_ПРОМЫШЛЕННАЯ_Блок_1,sorting_center,ozon,RU,,"Москва, МО и Дальние регионы",1020003227870000,active
ozon_1020005001810550,МО_М4_ХАБ_ПРОМЫШЛЕННАЯ_Блок_2,sorting_center,ozon,RU,,"Москва, МО и Дальние регионы",1020005001810550,active
ozon_1020005023354030,МО_М4_ХАБ_ПРОМЫШЛЕННАЯ_Блок_3,sorting_center,ozon,RU,,"Москва, МО и Дальние регионы",1020005023354030,active
ozon_22421349535000,МО_НИЖНЕЕ_ВЕЛИНО_2_ХАБ,sorting_center,ozon,RU,,"Москва, МО и Дальние регионы",22421349535000,active
ozon_20547966998000,МО_НИЖНЕЕ_ВЕЛИНО_КГТ,sorting_center,ozon,RU,,"Москва, МО и Дальние регионы",20547966998000,active
ozon_1020002879746000,МО_НИКОЛЬСКОЕ_ХАБ,sorting_center,ozon,RU,,"Москва, МО и Дальние регионы",1020002879746000,active
ozon_1020001067852000,МО_НОВОРИЖСКИЙ_1_КГТ,sorting_center,ozon,RU,,"Москва, МО и Дальние регионы",1020001067852000,active
ozon_1020002126353000,МО_НОВОРИЖСКИЙ_ХАБ,sorting_center,ozon,RU,,"Москва, МО и Дальние регионы",1020002126353000,active
ozon_1020000909282000,МО_НОВОРИЖСКИЙ_ХАБ_1,sorting_center,ozon,RU,,"Москва, МО и Дальние регионы",1020000909282000,active
ozon_1020001024045000,МО_НОГИНСК_2_ХАБ,sorting_center,ozon,RU,,"Москва, МО и Дальние регионы",1020001024045000,active
ozon_1020005005636940,МО_НОГИНСК_ДО,sorting_center,ozon,RU,,"Москва, МО и Дальние регионы",1020005005636940,active
ozon_1020001517663000,МО_НОГИНСК_КГТ,sorting_center,ozon,RU,,"Москва, МО и Дальние регионы",1020001517663000,active
ozon_1020000721351000,МО_НОГИНСК_ХАБ,sorting_center,ozon,RU,,"Москва, МО и Дальние регионы",1020000721351000,active
ozon_1020003227921000,МО_ПУШКИНО_1_ХАБ,sorting_center,ozon,RU,,"Москва, МО и Дальние регионы",1020003227921000,active
ozon_1020001067867000,МО_ПУШКИНО_2_КГТ,sorting_center,ozon,RU,,"Москва, МО и Дальние регионы",1020001067867000,active
ozon_1020000084403000,МО_ПУШКИНО_2_ХАБ,sorting_center,ozon,RU,,"Москва, МО и Дальние регионы",1020000084403000,active
ozon_1020000949825000,МО_ПУШКИНО_3_ХАБ,sorting_center,ozon,RU,,"Москва, МО и Дальние регионы",1020000949825000,active
ozon_23875337593000,МО_ПУШКИНО_КГТ_НОВЫЙ,sorting_center,ozon,RU,,"Москва, МО и Дальние регионы",23875337593000,active
ozon_23913902713000,МО_ПУШКИНО_ФБС,sorting_center,ozon,RU,,"Москва, МО и Дальние регионы",23913902713000,active
ozon_23824223499000,МО_ПУШКИНО_ХАБ,sorting_center,ozon,RU,,"Москва, МО и Дальние регионы",23824223499000,active
ozon_1020005000622865,МО_СОЛНЕЧНОГОРСК_2_ХАБ,sorting_center,ozon,RU,,"Москва, МО и Дальние регионы",1020005000622865,active
ozon_1020002030223000,МО_СОЛНЕЧНОГОРСК_КГТ,sorting_center,ozon,RU,,"Москва, МО и Дальние регионы",1020002030223000,active
ozon_1020002009994000,МО_СОЛНЕЧНОГОРСК_ХАБ,sorting_center,ozon,RU,,"Москва, МО и Дальние регионы",1020002009994000,active
ozon_1020002271456000,МО_СОЛНЕЧНОГОРСК_ХАБ_КГТ,sorting_center,ozon,RU,,"Москва, МО и Дальние регионы",1020002271456000,active
ozon_1020001816779000,МО_ТСЦ_БРАТОВЩИНА,sorting_center,ozon,RU,,"Москва, МО и Дальние регионы",1020001816779000,active
ozon_1020002201523000,МО_ТСЦ_НИКОЛЬСКОЕ,sorting_center,ozon,RU,,"Москва, МО и Дальние регионы",1020002201523000,active
ozon_22777011764000,МО_ТСЦ_НОВАЯ_РИГА,sorting_center,ozon,RU,,"Москва, МО и Дальние регионы",22777011764000,active
ozon_1020000381193000,МО_УСПЕНСКИЙ_КГТ,sorting_center,ozon,RU,,"Москва, МО и Дальние регионы",1020000381193000,active
ozon_1020000260822000,МО_УСПЕНСКИЙ_ХАБ,sorting_center,ozon,RU,,"Москва, МО и Дальние регионы",1020000260822000,active
ozon_1020000272159000,МО_УСПЕНСКИЙ_ХАБ_Возвраты,sorting_center,ozon,RU,,"Москва, МО и Дальние регионы",1020000272159000,active
ozon_1020000996024000,МСК_КАВКАЗСКИЙ_2_ХАБ,sorting_center,ozon,RU,,"Москва, МО и Дальние регионы",1020000996024000,active
ozon_1020000890075000,МСК_КАВКАЗСКИЙ_КГТ,sorting_center,ozon,RU,,"Москва, МО и Дальние регионы",1020000890075000,active
ozon_1020000746232000,МСК_КАВКАЗСКИЙ_ХАБ,sorting_center,ozon,RU,,"Москва, МО и Дальние регионы",1020000746232000,active
ozon_1020002619769000,МСК_САЛАРЬЕВО_2_ХАБ,sorting_center,ozon,RU,,"Москва, МО и Дальние регионы",1020002619769000,active
ozon_1020003227976000,МСК_САЛАРЬЕВО_3_ХАБ,sorting_center,ozon,RU,,"Москва, МО и Дальние регионы",1020003227976000,active
ozon_23824610792000,МСК_САЛАРЬЕВО_4_ХАБ,sorting_center,ozon,RU,,"Москва, МО и Дальние регионы",23824610792000,active
ozon_23948993287000,МСК_САЛАРЬЕВО_ВОЗВРАТЫ (ЗАКРЫТ),sorting_center,ozon,RU,,"Москва, МО и Дальние регионы",23948993287000,active
ozon_1020001769791000,МСК_САЛАРЬЕВО_КГТ,sorting_center,ozon,RU,,"Москва, МО и Дальние регионы",1020001769791000,active
ozon_22961045669000,МСК_САЛАРЬЕВО_ХАБ,sorting_center,ozon,RU,,"Москва, МО и Дальние регионы",22961045669000,active
ozon_1020002495382000,НЕВИННОМЫССК_ХАБ,sorting_center,ozon,RU,,Невинномысск,1020002495382000,active
ozon_1020003228018000,НЕВИННОМЫССК_ХАБ_БЛОК_2,sorting_center,ozon,RU,,Невинномысск,1020003228018000,active
ozon_1020002541543000,НЕВИННОМЫССК_ХАБ_КГТ,sorting_center,ozon,RU,,Невинномысск,1020002541543000,active
ozon_1020005022987030,НЕФТЕКАМСК_АВТОЗАВОДСКАЯ_КГТ,sorting_center,ozon,RU,,Уфа,1020005022987030,active
ozon_1020005022987230,НЕФТЕКАМСК_ДО_АВТОЗАВОДСКАЯ,sorting_center,ozon,RU,,Уфа,1020005022987230,active
ozon_1020005022981430,НЕФТЕКАМСК_ХАБ_АВТОЗАВОДСКАЯ,sorting_center,ozon,RU,,Уфа,1020005022981430,active
ozon_1020003227804000,НИЖНИЙ_НОВГОРОД_ВОЛГА_КГТ,sorting_center,ozon,RU,,Казань,1020003227804000,active
ozon_1020005001938040,НИЖНИЙ_НОВГОРОД_ВОЛГА_Кроссдокинг,sorting_center,ozon,RU,,Казань,1020005001938040,active
ozon_1020005006995000,НИЖНИЙ_НОВГОРОД_ДО_ТЕПЛИЧНАЯ_Блок_1,sorting_center,ozon,RU,,Казань,1020005006995000,active
ozon_23555325921000,НИЖНИЙ_НОВГОРОД_КГТ,sorting_center,ozon,RU,,Казань,23555325921000,active
ozon_1020003227803000,НИЖНИЙ_НОВГОРОД_ТСЦ_ВОЛГА,sorting_center,ozon,RU,,Казань,1020003227803000,active
ozon_1020003182899000,НИЖНИЙ_НОВГОРОД_ХАБ_БЛОК_1,sorting_center,ozon,RU,,Казань,1020003182899000,active
ozon_1020003199729000,НИЖНИЙ_НОВГОРОД_ХАБ_БЛОК_2,sorting_center,ozon,RU,,Казань,1020003199729000,active
ozon_1020005023004830,НИЖНИЙ_НОВГОРОД_ХАБ_БЛОК_5,sorting_center,ozon,RU,,Казань,1020005023004830,active
ozon_23960969555000,НИЖНИЙ_НОВГОРОД_ХАБ_ИНДУСТРИАЛЬНАЯ,sorting_center,ozon,RU,,Казань,23960969555000,active
ozon_1020000978396000,НИЖНИЙ_НОВГОРОД_ХАБ_КРАСНЫЙ_ ЯКОРЬ,sorting_center,ozon,RU,,Казань,1020000978396000,active
ozon_20547966368000,НИЖНИЙ_НОВГОРОД_ХАБ_КУДЬМА,sorting_center,ozon,RU,,Казань,20547966368000,active
ozon_1020001273589000,НИЖНИЙ_НОВГОРОД_ХАБ_ТЕПЛИЧНАЯ_Блок_1,sorting_center,ozon,RU,,Казань,1020001273589000,active
ozon_1020001280810000,НИЖНИЙ_НОВГОРОД_ХАБ_ТЕПЛИЧНАЯ_КГТ,sorting_center,ozon,RU,,Казань,1020001280810000,active
ozon_1020001762016000,НИНО_ТСЦ_ТЕПЛИЧНАЯ,sorting_center,ozon,RU,,Казань,1020001762016000,active
ozon_1020005009080670,НОВОРОССИЙСК_ДО_ЛИНЕЙНЫЙ,sorting_center,ozon,RU,,Краснодар,1020005009080670,active
ozon_1020000929222000,НОВОРОССИЙСК_МРФЦ_КГТ,sorting_center,ozon,RU,,Краснодар,1020000929222000,active
ozon_1020001547284000,НОВОРОССИЙСК_ХАБ_ЛИНЕЙНЫЙ,sorting_center,ozon,RU,,Краснодар,1020001547284000,active
ozon_1020001626990000,НОВОРОССИЙСК_ХАБ_ЛИНЕЙНЫЙ_КГТ,sorting_center,ozon,RU,,Краснодар,1020001626990000,active
ozon_1020005004424570,НОВОСИБИРСК_ДО_ПЕТУХОВА_БЛОК_3,sorting_center,ozon,RU,,Новосибирск,1020005004424570,active
ozon_1020001761017000,НОВОСИБИРСК_ДО_ТСЦ,sorting_center,ozon,RU,,Новосибирск,1020001761017000,active
ozon_1020001803875000,НОВОСИБИРСК_ОМСКИЙ_ТРАКТ_КГТ,sorting_center,ozon,RU,,Новосибирск,1020001803875000,active
ozon_1020002762533000,НОВОСИБИРСК_ПЕТУХОВА_БЛОК_3_ДО_КГТ,sorting_center,ozon,RU,,Новосибирск,1020002762533000,active
ozon_1020001364962000,НОВОСИБИРСК_ТСЦ,sorting_center,ozon,RU,,Новосибирск,1020001364962000,active
ozon_1020003152008000,НОВОСИБИРСК_ТСЦ_САДОВЫЙ,sorting_center,ozon,RU,,Новосибирск,1020003152008000,active
ozon_23605390489000,НОВОСИБИРСК_ХАБ_ОБЬ,sorting_center,ozon,RU,,Новосибирск,23605390489000,active
ozon_23609313971000,НОВОСИБИРСК_ХАБ_ОБЬ_КГТ,sorting_center,ozon,RU,,Новосибирск,23609313971000,active
ozon_1020000949093000,НОВОСИБИРСК_ХАБ_ОМСКИЙ_ТРАКТ,sorting_center,ozon,RU,,Новосибирск,1020000949093000,active
ozon_1020001265485000,НОВОСИБИРСК_ХАБ_ПЕТУХОВА,sorting_center,ozon,RU,,Новосибирск,1020001265485000,active
ozon_1020001847433000,НОВОСИБИРСК_ХАБ_ПЕТУХОВА_БЛОК_2,sorting_center,ozon,RU,,Новосибирск,1020001847433000,active
ozon_1020002960708000,НОВОСИБИРСК_ХАБ_ПЕТУХОВА_БЛОК_2_КГТ,sorting_center,ozon,RU,,Новосибирск,1020002960708000,active
ozon_1020002686685000,НОВОСИБИРСК_ХАБ_ПЕТУХОВА_БЛОК_3,sorting_center,ozon,RU,,Новосибирск,1020002686685000,active
ozon_1020002960599000,НОВОСИБИРСК_ХАБ_ПЕТУХОВА_БЛОК_4,sorting_center,ozon,RU,,Новосибирск,1020002960599000,active
ozon_1020005023401620,НОВОСИБИРСК_ХАБ_СЕВЕРНЫЙ,sorting_center,ozon,RU,,Новосибирск,1020005023401620,active
ozon_1020003227805000,Нижний-Новгород_СВХ,sorting_center,ozon,RU,,Казань,1020003227805000,active
ozon_1020003227809000,Новосибирск_СВХ,sorting_center,ozon,RU,,Новосибирск,1020003227809000,active
ozon_1020005011166920,ОМСК_АЙВАЗОВСКОГО_КГТ,sorting_center,ozon,RU,,Омск,1020005011166920,active
ozon_1020000927113000,ОМСК_КГТ,sorting_center,ozon,RU,,Омск,1020000927113000,active
ozon_1020005010709510,ОМСК_ХАБ_АЙВАЗОВСКОГО_БЛОК_1,sorting_center,ozon,RU,,Омск,1020005010709510,active
ozon_1020005010727450,ОМСК_ХАБ_АЙВАЗОВСКОГО_БЛОК_2,sorting_center,ozon,RU,,Омск,1020005010727450,active
ozon_1020000480827000,ОМСК_ХАБ_КАЗАХСТАНСКАЯ,sorting_center,ozon,RU,,Омск,1020000480827000,active
ozon_1020003227886000,ОМСК_ХАБ_КГТ,sorting_center,ozon,RU,,Омск,1020003227886000,active
ozon_20547966504000,ОРЕНБУРГ_ХАБ_БАЗОВАЯ,sorting_center,ozon,RU,,Оренбург,20547966504000,active
ozon_1020000969487000,ОРЕНБУРГ_ХАБ_БАЗОВАЯ_КГТ,sorting_center,ozon,RU,,Оренбург,1020000969487000,active
ozon_1020002170692000,ОРЕНБУРГ_ХАБ_ТИХАЯ,sorting_center,ozon,RU,,Оренбург,1020002170692000,active
ozon_1020003169457000,ОРЕНБУРГ_ХАБ_ТИХАЯ_БЛОК_2,sorting_center,ozon,RU,,Оренбург,1020003169457000,active
ozon_1020002170772000,ОРЕНБУРГ_ХАБ_ТИХАЯ_КГТ,sorting_center,ozon,RU,,Оренбург,1020002170772000,active
ozon_1020005021720460,ПЕРМЬ_ДО_ДЕРЕВООБДЕЛОЧНАЯ,sorting_center,ozon,RU,,Пермь,1020005021720460,active
ozon_20547966941000,ПЕРМЬ_ХАБ_АЭЛИТА,sorting_center,ozon,RU,,Пермь,20547966941000,active
ozon_1020005021713690,ПЕРМЬ_ХАБ_ДЕРЕВООБДЕЛОЧНАЯ,sorting_center,ozon,RU,,Пермь,1020005021713690,active
ozon_1020005021839290,ПЕРМЬ_ХАБ_ДЕРЕВООБДЕЛОЧНАЯ_КГТ,sorting_center,ozon,RU,,Пермь,1020005021839290,active
ozon_1020002581291000,ПЕРМЬ_ХАБ_КУЛТАЕВО,sorting_center,ozon,RU,,Пермь,1020002581291000,active
ozon_1020003227887000,ПЕРМЬ_ХАБ_КУЛТАЕВО_БЛОК_2,sorting_center,ozon,RU,,Пермь,1020003227887000,active
ozon_1020002581541000,ПЕРМЬ_ХАБ_КУЛТАЕВО_КГТ,sorting_center,ozon,RU,,Пермь,1020002581541000,active
ozon_20547967177000,Пермь_КГТ,sorting_center,ozon,RU,,Пермь,20547967177000,active
ozon_1020005008983880,РОСТОВ-НД_ДО_НОВОЧЕРКАССКОЕ,sorting_center,ozon,RU,,Ростов,1020005008983880,active
ozon_1020003142300000,РОСТОВ-НД_ХАБ_ЛОГОПАРК_БЛОК_1,sorting_center,ozon,RU,,Ростов,1020003142300000,active
ozon_1020003174455000,РОСТОВ-НД_ХАБ_ЛОГОПАРК_БЛОК_2,sorting_center,ozon,RU,,Ростов,1020003174455000,active
ozon_1020003227984000,РОСТОВ-НД_ХАБ_ЛОГОПАРК_БЛОК_3,sorting_center,ozon,RU,,Ростов,1020003227984000,active
ozon_20547967152000,РОСТОВ-НД_ХАБ_ЛОГОПАРК_КГТ,sorting_center,ozon,RU,,Ростов,20547967152000,active
ozon_16159343478000,РОСТОВ-НД_ХАБ_ОРСКАЯ,sorting_center,ozon,RU,,Ростов,16159343478000,active
ozon_1020001128942000,РОСТОВ_НД_ХАБ_АКСАЙСКАЯ,sorting_center,ozon,RU,,Ростов,1020001128942000,active
ozon_20547967143000,РОСТОВ_НД_ХАБ_ЛОГОПАРК,sorting_center,ozon,RU,,Ростов,20547967143000,active
ozon_1020000729699000,РОСТОВ_НД_ХАБ_НОВОЧЕРКАССКОЕ,sorting_center,ozon,RU,,Ростов,1020000729699000,active
ozon_1020000833345000,САМАРА_ХАБ_ИНДУСТРИАЛЬНАЯ,sorting_center,ozon,RU,,Самара,1020000833345000,active
ozon_23678093223000,САМАРА_ХАБ_КГТ,sorting_center,ozon,RU,,Самара,23678093223000,active
ozon_1020003227860000,САМАРА_ХАБ_КИЗИЛОВА_Блок_1,sorting_center,ozon,RU,,Самара,1020003227860000,active
ozon_1020003227861000,САМАРА_ХАБ_КИЗИЛОВА_Блок_2,sorting_center,ozon,RU,,Самара,1020003227861000,active
ozon_20547966388000,САМАРА_ХАБ_ПРЕОБРАЖЕНКА,sorting_center,ozon,RU,,Самара,20547966388000,active
ozon_1020001668512000,САМАРА_ЮЖНАЯ_ТСЦ,sorting_center,ozon,RU,,Самара,1020001668512000,active
ozon_1020005011675960,САРАТОВ_ДО_ЕЛШАНСКИЙ,sorting_center,ozon,RU,,Саратов,1020005011675960,active
ozon_1020002459869000,САРАТОВ_ХАБ_ЕЛШАНСКИЙ,sorting_center,ozon,RU,,Саратов,1020002459869000,active
ozon_1020003227869000,САРАТОВ_ХАБ_ЕЛШАНСКИЙ_Блок_2,sorting_center,ozon,RU,,Саратов,1020003227869000,active
ozon_1020002460090000,САРАТОВ_ХАБ_ЕЛШАНСКИЙ_КГТ,sorting_center,ozon,RU,,Саратов,1020002460090000,active
ozon_1020000843936000,САРАТОВ_ХАБ_ХУТОР,sorting_center,ozon,RU,,Саратов,1020000843936000,active
ozon_1020001471062000,САРАТОВ_ХАБ_ХУТОР_КГТ,sorting_center,ozon,RU,,Саратов,1020001471062000,active
ozon_1020005022505830,СПБ_ВОЛХОНКА_РФЦ_НЕГАБАРИТ_ООП,sorting_center,ozon,RU,,Санкт-Петербург и СЗО,1020005022505830,active
ozon_1020000685196000,СПБ_ДО_МОСКОВСКОЕ_177,sorting_center,ozon,RU,,Санкт-Петербург и СЗО,1020000685196000,active
ozon_1020000691660000,СПБ_ДО_Московское_177_Возвраты,sorting_center,ozon,RU,,Санкт-Петербург и СЗО,1020000691660000,active
ozon_1020001993642000,СПБ_МИНИ_ТСЦ_ВОЛХОНСКОЕ,sorting_center,ozon,RU,,Санкт-Петербург и СЗО,1020001993642000,active
ozon_1020002000455000,СПБ_МИНИ_ТСЦ_ШУШАРЫ,sorting_center,ozon,RU,,Санкт-Петербург и СЗО,1020002000455000,active
ozon_1020001993649000,СПБ_ТСЦ_ВОЛХОНСКОЕ,sorting_center,ozon,RU,,Санкт-Петербург и СЗО,1020001993649000,active
ozon_23641575982000,СПБ_ТСЦ_Шушары,sorting_center,ozon,RU,,Санкт-Петербург и СЗО,23641575982000,active
ozon_1020001374462000,СПБ_ХАБ_Волхонское_Блок_1,sorting_center,ozon,RU,,Санкт-Петербург и СЗО,1020001374462000,active
ozon_1020001374505000,СПБ_ХАБ_Волхонское_Блок_2,sorting_center,ozon,RU,,Санкт-Петербург и СЗО,1020001374505000,active
ozon_1020001993580000,СПБ_ХАБ_Волхонское_Блок_3,sorting_center,ozon,RU,,Санкт-Петербург и СЗО,1020001993580000,active
ozon_23759266951000,СПБ_ХАБ_МОСКОВСКОЕ_БЛОК_1,sorting_center,ozon,RU,,Санкт-Петербург и СЗО,23759266951000,active
ozon_23786277208000,СПБ_ХАБ_МОСКОВСКОЕ_БЛОК_2,sorting_center,ozon,RU,,Санкт-Петербург и СЗО,23786277208000,active
ozon_23786279659000,СПБ_ХАБ_МОСКОВСКОЕ_БЛОК_3,sorting_center,ozon,RU,,Санкт-Петербург и СЗО,23786279659000,active
ozon_23786281445000,СПБ_ХАБ_МОСКОВСКОЕ_БЛОК_4,sorting_center,ozon,RU,,Санкт-Петербург и СЗО,23786281445000,active
ozon_23961817402000,СПБ_ХАБ_МОСКОВСКОЕ_БЛОК_5,sorting_center,ozon,RU,,Санкт-Петербург и СЗО,23961817402000,active
ozon_1020000284626000,СПБ_ХАБ_МОСКОВСКОЕ_БЛОК_6,sorting_center,ozon,RU,,Санкт-Петербург и СЗО,1020000284626000,active
ozon_23961865028000,СПБ_ХАБ_МОСКОВСКОЕ_БЛОК_7,sorting_center,ozon,RU,,Санкт-Петербург и СЗО,23961865028000,active
ozon_1020000284655000,СПБ_ХАБ_МОСКОВСКОЕ_БЛОК_8,sorting_center,ozon,RU,,Санкт-Петербург и СЗО,1020000284655000,active
ozon_1020002624297000,СПБ_ХАБ_Московское_Блок_10,sorting_center,ozon,RU,,Санкт-Петербург и СЗО,1020002624297000,active
ozon_1020005007496700,СПБ_ХАБ_Московское_Блок_11,sorting_center,ozon,RU,,Санкт-Петербург и СЗО,1020005007496700,active
ozon_1020002127265000,СПБ_ХАБ_Московское_Блок_9,sorting_center,ozon,RU,,Санкт-Петербург и СЗО,1020002127265000,active
ozon_1020003227888000,СПБ_Хаб_Московское_177,sorting_center,ozon,RU,,Санкт-Петербург и СЗО,1020003227888000,active
ozon_1020005022506490,СПБ_ШУШАРЫ_РФЦ_НЕГАБАРИТ_ООП,sorting_center,ozon,RU,,Санкт-Петербург и СЗО,1020005022506490,active
ozon_1020002464375000,СПБ_Шушары_ДО_Возвраты,sorting_center,ozon,RU,,Санкт-Петербург и СЗО,1020002464375000,active
ozon_1020000988146000,СПБ_Шушары_КГТ,sorting_center,ozon,RU,,Санкт-Петербург и СЗО,1020000988146000,active
ozon_1020000949962000,СТАВРОПОЛЬ_ХАБ_КУЛАКОВА,sorting_center,ozon,RU,,Невинномысск,1020000949962000,active
ozon_20547967105000,СТАВРОПОЛЬ_ХАБ_РАКИТНАЯ,sorting_center,ozon,RU,,Невинномысск,20547967105000,active
ozon_1020000969743000,СТАВРОПОЛЬ_ХАБ_РАКИТНАЯ_КГТ,sorting_center,ozon,RU,,Невинномысск,1020000969743000,active
ozon_1020003068291000,СТОЛБИЩЕ_ТСЦ,sorting_center,ozon,RU,,Казань,1020003068291000,active
ozon_1020001828821000,СЦ_ МЕДИА_ПЛАЗА_Кроссдок,sorting_center,ozon,RU,,Краснодар,1020001828821000,active
ozon_1020005014676580,СЦ_АДЫГЕЙСК_РФЦ_ООП,sorting_center,ozon,RU,,Краснодар,1020005014676580,active
ozon_1020005016906240,СЦ_БУГРЫ_РФЦ_ООП,sorting_center,ozon,RU,,Санкт-Петербург и СЗО,1020005016906240,active
ozon_1020002065915000,СЦ_ВАТУТИНКИ_Возвраты,sorting_center,ozon,RU,,"Москва, МО и Дальние регионы",1020002065915000,active
ozon_1020005014227670,СЦ_ВАТУТИНКИ_РФЦ_ООП,sorting_center,ozon,RU,,"Москва, МО и Дальние регионы",1020005014227670,active
ozon_1020003120665000,СЦ_ВЕЛИНО_Возвраты,sorting_center,ozon,RU,,"Москва, МО и Дальние регионы",1020003120665000,active
ozon_20547966869000,СЦ_ВЛАДИВОСТОК_ШИШКИНА,sorting_center,ozon,RU,,Дальний Восток,20547966869000,active
ozon_1020000863133000,СЦ_ВНУКОВО_ВОЗВРАТЫ,sorting_center,ozon,RU,,"Москва, МО и Дальние регионы",1020000863133000,active
ozon_1020005014696470,СЦ_ВОЛГОГРАД_МРФЦ_ООП,sorting_center,ozon,RU,,Саратов,1020005014696470,active
ozon_1020001450768000,СЦ_ВОЛХОНСКОЕ_ТСЦ_Возвраты,sorting_center,ozon,RU,,Санкт-Петербург и СЗО,1020001450768000,active
ozon_21807384609000,СЦ_ВОРОНЕЖ,sorting_center,ozon,RU,,Воронеж,21807384609000,active
ozon_1020005014697110,СЦ_ВОРОНЕЖ_2_РФЦ_ООП,sorting_center,ozon,RU,,Воронеж,1020005014697110,active
ozon_1020005014714670,СЦ_ВОРОНЕЖ_МРФЦ_ООП,sorting_center,ozon,RU,,Воронеж,1020005014714670,active
ozon_19815467502000,СЦ_ВОРОНЕЖ_ПРОМЫШЛЕННАЯ,sorting_center,ozon,RU,,Воронеж,19815467502000,active
ozon_21703796145000,СЦ_Варшавская,sorting_center,ozon,RU,,"Москва, МО и Дальние регионы",21703796145000,active
ozon_21704864692000,СЦ_Волгоград,sorting_center,ozon,RU,,Саратов,21704864692000,active
ozon_1020001374506000,СЦ_Волхонское_Возвраты,sorting_center,ozon,RU,,Санкт-Петербург и СЗО,1020001374506000,active
ozon_1020000995023000,СЦ_Воронеж_Акварельная_Возвраты,sorting_center,ozon,RU,,Воронеж,1020000995023000,active
ozon_1020005022586400,СЦ_ГРИВНО_РФЦ_НЕГАБАРИТ_ООП,sorting_center,ozon,RU,,"Москва, МО и Дальние регионы",1020005022586400,active
ozon_1020005014721350,СЦ_ГРИВНО_РФЦ_ООП,sorting_center,ozon,RU,,"Москва, МО и Дальние регионы",1020005014721350,active
ozon_1020002183393000,СЦ_ДОМОДЕДОВО_Возвраты,sorting_center,ozon,RU,,"Москва, МО и Дальние регионы",1020002183393000,active
ozon_1020005014705520,СЦ_ДОМОДЕДОВО_РФЦ_ООП,sorting_center,ozon,RU,,"Москва, МО и Дальние регионы",1020005014705520,active
ozon_1020001023562000,СЦ_ЕКАТЕРИНБУРГ_АЭРОПОРТ_Возвраты,sorting_center,ozon,RU,,Екатеринбург,1020001023562000,active
ozon_20547967114000,СЦ_ЕКАТЕРИНБУРГ_КОЛЬЦОВО,sorting_center,ozon,RU,,Екатеринбург,20547967114000,active
ozon_1020002119057000,СЦ_ЕКАТЕРИНБУРГ_ПЫШМА_Возвраты,sorting_center,ozon,RU,,Екатеринбург,1020002119057000,active
ozon_1020005014161780,СЦ_ЕКАТЕРИНБУРГ_РФЦ_НОВЫЙ_ВОЗВРАТЫ_ООП,sorting_center,ozon,RU,,Екатеринбург,1020005014161780,active
ozon_20547966639000,СЦ_ЕКАТЕРИНБУРГ_САДОВЫЙ,sorting_center,ozon,RU,,Екатеринбург,20547966639000,active
ozon_20547966706000,СЦ_ЕКАТЕРИНБУРГ_СЕВЕР,sorting_center,ozon,RU,,Екатеринбург,20547966706000,active
ozon_1020003227864000,СЦ_ЕКАТЕРИНБУРГ_ЧЕРНЯХОВСКОГО_Возвраты,sorting_center,ozon,RU,,Екатеринбург,1020003227864000,active
ozon_20547966879000,СЦ_ЕКАТЕРИНБУРГ_ЮГ,sorting_center,ozon,RU,,Екатеринбург,20547966879000,active
ozon_1020005014336890,СЦ_ЖУКОВСКИЙ_РФЦ_ООП,sorting_center,ozon,RU,,"Москва, МО и Дальние регионы",1020005014336890,active
ozon_1020005022382610,СЦ_ЖУКОВСКИЙ_ШИНЫ_РФЦ_ООП,sorting_center,ozon,RU,,"Москва, МО и Дальние регионы",1020005022382610,active
ozon_1020001344366000,СЦ_ЗАМОСКВОРЕЧЬЕ_Возвраты,sorting_center,ozon,RU,,"Москва, МО и Дальние регионы",1020001344366000,active
ozon_1020000871997000,СЦ_КАВКАЗСКИЙ_ВОЗВРАТЫ,sorting_center,ozon,RU,,"Москва, МО и Дальние регионы",1020000871997000,active
ozon_16188790631000,СЦ_КАЗАНЬ_НОВЫЙ,sorting_center,ozon,RU,,Казань,16188790631000,active
ozon_1020005014762860,СЦ_КАЗАНЬ_РФЦ_НОВЫЙ_ООП,sorting_center,ozon,RU,,Казань,1020005014762860,active
ozon_1020005017921110,СЦ_КАЗАНЬ_ХАБ_ВЗЛЕТНАЯ_ВОЗВРАТЫ,sorting_center,ozon,RU,,Казань,1020005017921110,active
