Пункты назначения — FSP Core
"То, до чего оператор везёт: склады, сортировочные и распределительные центры, транзитные хабы и точки сдачи заказов маркетплейсов. Код неизменяем после публикации (CAT-012). Собирается скриптом из официальных справочников маркетплейсов, руками не правится. Страна в коде ISO 3166-1 alpha-2. Пункты выдачи покупателю в реестр не входят: их десятки тысяч, ссылка на них идёт внешним идентификатором."
Код,Название,Тип,Маркетплейс,Страна,Город,Регион,Внешний ID,Статус
ozon_22038837444000,ПАВЛО_СЛОБОДСКОЕ_РЦ,distribution_center,ozon,RU,,"Москва, МО и Дальние регионы",22038837444000,active
ozon_1020003052910000,РЦ_БУГРЫ_ШОССЕЙНАЯ,distribution_center,ozon,RU,,Санкт-Петербург и СЗО,1020003052910000,active
ozon_1020005018769080,РЦ_ЕКАТЕРИНБУРГ_КУЗНЕЦОВА_WMS,distribution_center,ozon,RU,,Екатеринбург,1020005018769080,active
ozon_1020003227913000,РЦ_КРАСНОДАР_ШАПСУГСКОЕ,distribution_center,ozon,RU,,Краснодар,1020003227913000,active
ozon_1020002243264000,РЦ_СПБ_ЛИГОВСКИЙ_WMS,distribution_center,ozon,RU,,Санкт-Петербург и СЗО,1020002243264000,active
ozon_1020005011157000,РЦ_ФРЕШ_ФУД-СИТИ_WMS,distribution_center,ozon,RU,,"Москва, МО и Дальние регионы",1020005011157000,active
ozon_1020005017273270,ВИДНОЕ_АППЗ_2,drop_off_point,ozon,RU,,"Москва, МО и Дальние регионы",1020005017273270,active
ozon_23963084037000,ВОЛГОГРАД_СППЗ_8 ВОЗДУШНОЙ АРМИИ,drop_off_point,ozon,RU,,Саратов,23963084037000,active
ozon_23964003163000,ВОЛЖСКИЙ_СППЗ_АКАДЕМИКА_КОРОЛЁВА,drop_off_point,ozon,RU,,Саратов,23964003163000,active
ozon_1020002160746000,ВОРОНЕЖ_АППЗ_2,drop_off_point,ozon,RU,,Воронеж,1020002160746000,active
ozon_1020002581497000,ВОРОНЕЖ_АППЗ_3,drop_off_point,ozon,RU,,Воронеж,1020002581497000,active
ozon_23963150422000,ВОРОНЕЖ_СППЗ_45-СТРЕЛКОВОЙ ДИВИЗИИ_62,drop_off_point,ozon,RU,,Воронеж,23963150422000,active
ozon_23888613613000,ЕКАТЕРИНБУРГ_АППЗ_2,drop_off_point,ozon,RU,,Екатеринбург,23888613613000,active
ozon_1020001041939000,ЕКАТЕРИНБУРГ_АППЗ_4,drop_off_point,ozon,RU,,Екатеринбург,1020001041939000,active
ozon_1020005000266315,ЕКАТЕРИНБУРГ_АППЗ_5,drop_off_point,ozon,RU,,Екатеринбург,1020005000266315,active
ozon_23967557462000,ЕКАТЕРИНБУРГ_СППЗ_ЛУНАЧАРСКОГО_21,drop_off_point,ozon,RU,,Екатеринбург,23967557462000,active
ozon_23967336532000,ЕКАТЕРИНБУРГ_СППЗ_МАШИНОСТРОИТЕЛЕЙ,drop_off_point,ozon,RU,,Екатеринбург,23967336532000,active
ozon_23967619320000,ЕКАТЕРИНБУРГ_СППЗ_МИЧУРИНА,drop_off_point,ozon,RU,,Екатеринбург,23967619320000,active
ozon_23967625865000,ЕКАТЕРИНБУРГ_СППЗ_ШАУМЯНА,drop_off_point,ozon,RU,,Екатеринбург,23967625865000,active
ozon_23953666717000,КАЗАНЬ_АППЗ_2,drop_off_point,ozon,RU,,Казань,23953666717000,active
ozon_1020000189638000,КАЗАНЬ_АППЗ_3,drop_off_point,ozon,RU,,Казань,1020000189638000,active
ozon_1020000615395000,КАЗАНЬ_АППЗ_4,drop_off_point,ozon,RU,,Казань,1020000615395000,active
ozon_1020005007894440,КАЗАНЬ_АППЗ_6,drop_off_point,ozon,RU,,Казань,1020005007894440,active
ozon_23963011321000,КАЗАНЬ_СППЗ_ГАГАРИНА,drop_off_point,ozon,RU,,Казань,23963011321000,active
ozon_23962971740000,КАЗАНЬ_СППЗ_САЛИМЖАНОВА,drop_off_point,ozon,RU,,Казань,23962971740000,active
ozon_1020001070840000,КОСТРОМА_АППЗ_2,drop_off_point,ozon,RU,,Ярославль,1020001070840000,active
ozon_1020005015237810,КРАСНОГОРСК_АППЗ_2,drop_off_point,ozon,RU,,"Москва, МО и Дальние регионы",1020005015237810,active
ozon_1020005000325291,КРАСНОДАР_АППЗ_1,drop_off_point,ozon,RU,,Краснодар,1020005000325291,active
ozon_1020005000334560,КРАСНОДАР_АППЗ_3,drop_off_point,ozon,RU,,Краснодар,1020005000334560,active
ozon_23963986988000,КРАСНОДАР_СППЗ_МИТРОФАНА_СЕДИНА,drop_off_point,ozon,RU,,Краснодар,23963986988000,active
ozon_23966490055000,КРАСНОДАР_СППЗ_УРАЛЬСКАЯ,drop_off_point,ozon,RU,,Краснодар,23966490055000,active
ozon_1020001263027000,КРАСНОЕ_СЕЛО_АППЗ_2,drop_off_point,ozon,RU,,Санкт-Петербург и СЗО,1020001263027000,active
ozon_1020000849023000,МАХАЧКАЛА_106,drop_off_point,ozon,RU,,Махачкала,1020000849023000,active
ozon_1020000829019000,МО_ВИДНОЕ_АППЗ_2,drop_off_point,ozon,RU,,"Москва, МО и Дальние регионы",1020000829019000,active
ozon_23962956493000,МО_ВИДНОЕ_СППЗ_ЛЕМЕШКО,drop_off_point,ozon,RU,,"Москва, МО и Дальние регионы",23962956493000,active
ozon_1020000076625000,МО_ПОДОЛЬСК_АППЗ_2,drop_off_point,ozon,RU,,"Москва, МО и Дальние регионы",1020000076625000,active
ozon_1020000355132000,МО_ПОДОЛЬСК_АППЗ_3,drop_off_point,ozon,RU,,"Москва, МО и Дальние регионы",1020000355132000,active
ozon_23962960353000,МО_ПОДОЛЬСК_СППЗ_КИРОВА,drop_off_point,ozon,RU,,"Москва, МО и Дальние регионы",23962960353000,active
ozon_23962899615000,МО_ПУШКИНО_СППЗ_ПИСАРЕВСКИЙ,drop_off_point,ozon,RU,,"Москва, МО и Дальние регионы",23962899615000,active
ozon_1020000320765000,МОСКВА_АППЗ_16,drop_off_point,ozon,RU,,"Москва, МО и Дальние регионы",1020000320765000,active
ozon_1020005000283184,МОСКВА_АППЗ_37,drop_off_point,ozon,RU,,"Москва, МО и Дальние регионы",1020005000283184,active
ozon_1020005006386040,МОСКВА_АППЗ_46,drop_off_point,ozon,RU,,"Москва, МО и Дальние регионы",1020005006386040,active
ozon_1020005013392960,МОСКВА_АППЗ_47,drop_off_point,ozon,RU,,"Москва, МО и Дальние регионы",1020005013392960,active
ozon_23962099498000,МОСКВА_СППЗ_ВАРШАВСКОЕ_65,drop_off_point,ozon,RU,,"Москва, МО и Дальние регионы",23962099498000,active
ozon_23962075850000,МОСКВА_СППЗ_ПОПУТНАЯ_1,drop_off_point,ozon,RU,,"Москва, МО и Дальние регионы",23962075850000,active
ozon_23962194929000,МОСКВА_СППЗ_ПЯТНИЦКОЕ_15,drop_off_point,ozon,RU,,"Москва, МО и Дальние регионы",23962194929000,active
ozon_1020002389153000,НЕФТЕКАМСК_АППЗ_1,drop_off_point,ozon,RU,,Уфа,1020002389153000,active
ozon_23963040215000,НИЖНИЙ НОВГОРОД_СППЗ_БУСЫГИНА_42,drop_off_point,ozon,RU,,Казань,23963040215000,active
ozon_23962981627000,НИЖНИЙ НОВГОРОД_СППЗ_ГЕНКИНОЙ,drop_off_point,ozon,RU,,Казань,23962981627000,active
ozon_23963007458000,НИЖНИЙ НОВГОРОД_СППЗ_ДОСТОЕВСКОГО,drop_off_point,ozon,RU,,Казань,23963007458000,active
ozon_1020005000363679,НИЖНИЙ_НОВГОРОД_АППЗ_1,drop_off_point,ozon,RU,,Казань,1020005000363679,active
ozon_1020005000363709,НИЖНИЙ_НОВГОРОД_АППЗ_2,drop_off_point,ozon,RU,,Казань,1020005000363709,active
ozon_1020005000363717,НИЖНИЙ_НОВГОРОД_АППЗ_3,drop_off_point,ozon,RU,,Казань,1020005000363717,active
ozon_1020000142982000,НОВОСИБИРСК_АППЗ_1,drop_off_point,ozon,RU,,Новосибирск,1020000142982000,active
ozon_1020000386145000,НОВОСИБИРСК_АППЗ_2,drop_off_point,ozon,RU,,Новосибирск,1020000386145000,active
ozon_1020005000298706,НОВОСИБИРСК_АППЗ_5,drop_off_point,ozon,RU,,Новосибирск,1020005000298706,active
ozon_23967236891000,НОВОСИБИРСК_СППЗ_НАРЫМСКАЯ_11,drop_off_point,ozon,RU,,Новосибирск,23967236891000,active
ozon_23967244890000,НОВОСИБИРСК_СППЗ_СИБИРЯКОВ_ГВАРДЕЙЦЕВ,drop_off_point,ozon,RU,,Новосибирск,23967244890000,active
ozon_1020000290960000,НОВОЧЕРКАССК_46,drop_off_point,ozon,RU,,Ростов,1020000290960000,active
ozon_1020005000430590,НОГИНСК_АППЗ_3,drop_off_point,ozon,RU,,"Москва, МО и Дальние регионы",1020005000430590,active
ozon_1020002126480000,ОМСК_АППЗ_1,drop_off_point,ozon,RU,,Омск,1020002126480000,active
ozon_1020002634846000,ОМСК_АППЗ_2,drop_off_point,ozon,RU,,Омск,1020002634846000,active
ozon_1020000119938000,ПЕРВОУРАЛЬСК_АППЗ_1,drop_off_point,ozon,RU,,Екатеринбург,1020000119938000,active
ozon_23973761265000,ПЕРМЬ_АППЗ_2,drop_off_point,ozon,RU,,Пермь,23973761265000,active
ozon_23967301431000,ПЕРМЬ_СППЗ_СОВЕТСКАЯ,drop_off_point,ozon,RU,,Пермь,23967301431000,active
ozon_1020005000242933,ПОДОЛЬСК_АППЗ_1,drop_off_point,ozon,RU,,"Москва, МО и Дальние регионы",1020005000242933,active
ozon_1020005000817393,ПОДОЛЬСК_АППЗ_2,drop_off_point,ozon,RU,,"Москва, МО и Дальние регионы",1020005000817393,active
ozon_22216626852000,ППЗ_КАЗАНЬ_ГАГАРИНА,drop_off_point,ozon,RU,,Казань,22216626852000,active
ozon_21140169469000,ППЗ_КРАСНОДАР_СЕДИНА,drop_off_point,ozon,RU,,Краснодар,21140169469000,active
ozon_1020001093370000,ПУШКИНО_АППЗ_2,drop_off_point,ozon,RU,,"Москва, МО и Дальние регионы",1020001093370000,active
ozon_1020005000561240,РАМЕНСКОЕ_АППЗ_2,drop_off_point,ozon,RU,,"Москва, МО и Дальние регионы",1020005000561240,active
ozon_1020005000412845,РОСТОВ-НА-ДОНУ_АППЗ_2,drop_off_point,ozon,RU,,Ростов,1020005000412845,active
ozon_1020005010749550,РОСТОВ-НА-ДОНУ_АППЗ_3,drop_off_point,ozon,RU,,Ростов,1020005010749550,active
ozon_23966549743000,РОСТОВ-НА-ДОНУ_СППЗ_ЛЕНИНА_90/1,drop_off_point,ozon,RU,,Ростов,23966549743000,active
ozon_23966604892000,РОСТОВ-НА-ДОНУ_СППЗ_ЦИТРУСОВАЯ_36/9,drop_off_point,ozon,RU,,Ростов,23966604892000,active
ozon_23997049900000,САМАРА_АППЗ_2,drop_off_point,ozon,RU,,Самара,23997049900000,active
ozon_1020000481956000,САМАРА_АППЗ_3,drop_off_point,ozon,RU,,Самара,1020000481956000,active
ozon_1020005000265793,САМАРА_АППЗ_4,drop_off_point,ozon,RU,,Самара,1020005000265793,active
ozon_23962976072000,САМАРА_СППЗ_ФИЗКУЛЬТУРНАЯ,drop_off_point,ozon,RU,,Самара,23962976072000,active
ozon_23997971126000,САНКТ-ПЕТЕРБУРГ_АППЗ_11,drop_off_point,ozon,RU,,Санкт-Петербург и СЗО,23997971126000,active
ozon_1020000375464000,САНКТ-ПЕТЕРБУРГ_АППЗ_19,drop_off_point,ozon,RU,,Санкт-Петербург и СЗО,1020000375464000,active
ozon_1020000834846000,САНКТ-ПЕТЕРБУРГ_АППЗ_20,drop_off_point,ozon,RU,,Санкт-Петербург и СЗО,1020000834846000,active
ozon_1020001030021000,САНКТ-ПЕТЕРБУРГ_АППЗ_21,drop_off_point,ozon,RU,,Санкт-Петербург и СЗО,1020001030021000,active
ozon_1020001030031000,САНКТ-ПЕТЕРБУРГ_АППЗ_22,drop_off_point,ozon,RU,,Санкт-Петербург и СЗО,1020001030031000,active
ozon_23960026230000,САНКТ-ПЕТЕРБУРГ_АППЗ_7,drop_off_point,ozon,RU,,Санкт-Петербург и СЗО,23960026230000,active
ozon_1020005000519928,СЕРПУХОВ_АППЗ_1,drop_off_point,ozon,RU,,"Москва, МО и Дальние регионы",1020005000519928,active
ozon_1020005000256817,СЕРПУХОВ_АППЗ_2,drop_off_point,ozon,RU,,"Москва, МО и Дальние регионы",1020005000256817,active
ozon_1020005020894730,СЕРПУХОВ_АППЗ_3,drop_off_point,ozon,RU,,"Москва, МО и Дальние регионы",1020005020894730,active
ozon_1020005019835620,СЛАВЯНСКИЙ_МИР_АППЗ_1,drop_off_point,ozon,RU,,"Москва, МО и Дальние регионы",1020005019835620,active
ozon_23963979994000,СПБ_СППЗ_Б. САМПСОНИЕВСКИЙ_79,drop_off_point,ozon,RU,,Санкт-Петербург и СЗО,23963979994000,active
ozon_1020000068635000,СРЕДНЯЯ_АХТУБА_АППЗ_1,drop_off_point,ozon,RU,,Саратов,1020000068635000,active
ozon_1020002220254000,СТАВРОПОЛЬ_АППЗ_1,drop_off_point,ozon,RU,,Невинномысск,1020002220254000,active
ozon_1020002702559000,СТАВРОПОЛЬ_АППЗ_2,drop_off_point,ozon,RU,,Невинномысск,1020002702559000,active
ozon_1020002691518000,СТАРОБЖЕГОКАЙ_АППЗ_1,drop_off_point,ozon,RU,,Краснодар,1020002691518000,active
ozon_23953850246000,ТВЕРЬ_АППЗ_1,drop_off_point,ozon,RU,,Тверь,23953850246000,active
ozon_1020005023410890,ФИРДУСИ_АППЗ_1,drop_off_point,ozon,RU,,"Москва, МО и Дальние регионы",1020005023410890,active
ozon_1020001357190000,ФУДСИТИ_АППЗ_7,drop_off_point,ozon,RU,,"Москва, МО и Дальние регионы",1020001357190000,active
ozon_1020005021560710,ЧЕХОВ_АППЗ_1,drop_off_point,ozon,RU,,"Москва, МО и Дальние регионы",1020005021560710,active
ozon_1020002093565000,ЯРОСЛАВЛЬ_АППЗ_1,drop_off_point,ozon,RU,,Ярославль,1020002093565000,active
ozon_1020000948878000,АДЫГЕЙСК_РФЦ_КГТ,sorting_center,ozon,RU,,Краснодар,1020000948878000,active
ozon_1020001164406000,АРТЕМ_КГТ,sorting_center,ozon,RU,,Дальний Восток,1020001164406000,active
ozon_1020000848497000,АРТЕМ_ХАБ_ЗАПАДНАЯ,sorting_center,ozon,RU,,Дальний Восток,1020000848497000,active
ozon_1020003228049000,БАТАЙСК_ХАБ_3PL,sorting_center,ozon,RU,,Ростов,1020003228049000,active
ozon_1020005016319500,ВЛАДИВОСТОК_ДО_НАДЕЖДИНСКОЕ,sorting_center,ozon,RU,,Дальний Восток,1020005016319500,active
ozon_1020002879720000,ВЛАДИВОСТОК_ХАБ_НАДЕЖДИНСКОЕ,sorting_center,ozon,RU,,Дальний Восток,1020002879720000,active
ozon_1020002991916000,ВЛАДИВОСТОК_ХАБ_НАДЕЖДИНСКОЕ_БЛОК_2,sorting_center,ozon,RU,,Дальний Восток,1020002991916000,active
ozon_1020002879930000,ВЛАДИВОСТОК_ХАБ_НАДЕЖДИНСКОЕ_КГТ,sorting_center,ozon,RU,,Дальний Восток,1020002879930000,active
ozon_1020005014153600,ВОЛГОГРАД_ДО_ПРЖЕВАЛЬСКОГО,sorting_center,ozon,RU,,Саратов,1020005014153600,active
ozon_1020000922313000,ВОЛГОГРАД_МРФЦ_КГТ,sorting_center,ozon,RU,,Саратов,1020000922313000,active
ozon_20547966756000,ВОЛГОГРАД_ХАБ_ПРЖЕВАЛЬСКОГО,sorting_center,ozon,RU,,Саратов,20547966756000,active
ozon_1020000938939000,ВОЛГОГРАД_ХАБ_ПРЖЕВАЛЬСКОГО_КГТ,sorting_center,ozon,RU,,Саратов,1020000938939000,active
ozon_1020002174929000,ВОЛГОГРАД_ХАБ_СУМСКАЯ,sorting_center,ozon,RU,,Саратов,1020002174929000,active
ozon_1020000980265000,ВОРОНЕЖ_ХАБ_АКВАРЕЛЬНАЯ,sorting_center,ozon,RU,,Воронеж,1020000980265000,active
ozon_1020003227885000,ВОРОНЕЖ_ХАБ_АКВАРЕЛЬНАЯ_БЛОК_2,sorting_center,ozon,RU,,Воронеж,1020003227885000,active
ozon_20547967160000,ВОРОНЕЖ_ХАБ_ЛОГВИЛЛ,sorting_center,ozon,RU,,Воронеж,20547967160000,active
ozon_20547967168000,ВОРОНЕЖ_ХАБ_ЛОГВИЛЛ_КГТ,sorting_center,ozon,RU,,Воронеж,20547967168000,active
ozon_1020002462483000,ДЗЕРЖИНСК _КГТ,sorting_center,ozon,RU,,Казань,1020002462483000,active
ozon_1020001625568000,ДЗЕРЖИНСК_ТСЦ,sorting_center,ozon,RU,,Казань,1020001625568000,active
ozon_1020001029577000,ЕКАТЕРИНБУРГ_ДО_Кольцово,sorting_center,ozon,RU,,Екатеринбург,1020001029577000,active
ozon_20547967047000,ЕКАТЕРИНБУРГ_КГТ,sorting_center,ozon,RU,,Екатеринбург,20547967047000,active
ozon_1020000185234000,ЕКАТЕРИНБУРГ_ТСЦ_КОЛЬЦОВО,sorting_center,ozon,RU,,Екатеринбург,1020000185234000,active
ozon_1020001008715000,ЕКАТЕРИНБУРГ_ХАБ_АЭРОПОРТ_БЛОК_2,sorting_center,ozon,RU,,Екатеринбург,1020001008715000,active
ozon_1020001008734000,ЕКАТЕРИНБУРГ_ХАБ_АЭРОПОРТ_БЛОК_3,sorting_center,ozon,RU,,Екатеринбург,1020001008734000,active
ozon_1020001023054000,ЕКАТЕРИНБУРГ_ХАБ_АЭРОПОРТ_БЛОК_4,sorting_center,ozon,RU,,Екатеринбург,1020001023054000,active
ozon_1020000993827000,ЕКАТЕРИНБУРГ_ХАБ_АЭРОПОРТ_Блок_1,sorting_center,ozon,RU,,Екатеринбург,1020000993827000,active
ozon_1020002222108000,ЕКАТЕРИНБУРГ_ХАБ_АЭРОПОРТ_КГТ,sorting_center,ozon,RU,,Екатеринбург,1020002222108000,active
ozon_1020002118674000,ЕКАТЕРИНБУРГ_ХАБ_ПЫШМА,sorting_center,ozon,RU,,Екатеринбург,1020002118674000,active
ozon_1020003087340000,ЕКАТЕРИНБУРГ_ХАБ_ЧЕРНЯХОВСКОГО,sorting_center,ozon,RU,,Екатеринбург,1020003087340000,active
ozon_1020001947018000,ЕКАТЕРИНБУРГ_ХАБ_ЧЕРНЯХОВСКОГО_Блок_1,sorting_center,ozon,RU,,Екатеринбург,1020001947018000,active
ozon_1020003227810000,Екатеринбург_СВХ,sorting_center,ozon,RU,,Екатеринбург,1020003227810000,active
ozon_1020001415725000,ЗЕЛЕНОДОЛЬСК_ТСЦ,sorting_center,ozon,RU,,Казань,1020001415725000,active
ozon_1020005006925180,ИННОПОЛИС_IT,sorting_center,ozon,RU,,Казань,1020005006925180,active
ozon_1020003227904000,КАЗАНЬ_ВЗЛЁТНАЯ_КРОССДОКИНГ,sorting_center,ozon,RU,,Казань,1020003227904000,active
ozon_1020005006153120,КАЗАНЬ_ДО_АЭРОПОРТ,sorting_center,ozon,RU,,Казань,1020005006153120,active
ozon_1020003227979000,КАЗАНЬ_ДО_ВЗЛЁТНАЯ,sorting_center,ozon,RU,,Казань,1020003227979000,active
ozon_1020000986290000,КАЗАНЬ_ТСЦ_ТУРА,sorting_center,ozon,RU,,Казань,1020000986290000,active
ozon_1020000844824000,КАЗАНЬ_ХАБ_АЭРОПОРТ,sorting_center,ozon,RU,,Казань,1020000844824000,active
ozon_1020002405059000,КАЗАНЬ_ХАБ_АЭРОПОРТ_КГТ,sorting_center,ozon,RU,,Казань,1020002405059000,active
ozon_1020003227902000,КАЗАНЬ_ХАБ_ВЗЛЁТНАЯ,sorting_center,ozon,RU,,Казань,1020003227902000,active
ozon_1020005005654320,КАЗАНЬ_ХАБ_ВЗЛЁТНАЯ_КГТ,sorting_center,ozon,RU,,Казань,1020005005654320,active
ozon_1020003227903000,КАЗАНЬ_ХАБ_ДОСТАВКИ_ВЗЛЁТНАЯ_ВОЗВРАТЫ,sorting_center,ozon,RU,,Казань,1020003227903000,active
ozon_1020002010287000,КАЗАНЬ_ХАБ_ЗЕЛЕНОДОЛЬСК,sorting_center,ozon,RU,,Казань,1020002010287000,active
ozon_1020002100622000,КАЗАНЬ_ХАБ_ЗЕЛЕНОДОЛЬСК_БЛОК_2,sorting_center,ozon,RU,,Казань,1020002100622000,active
ozon_1020002079439000,КАЗАНЬ_ХАБ_ЗЕЛЕНОДОЛЬСК_КГТ,sorting_center,ozon,RU,,Казань,1020002079439000,active
ozon_23990514366000,КАЗАНЬ_ХАБ_ТЭЦЕВСКАЯ_КГТ,sorting_center,ozon,RU,,Казань,23990514366000,active
ozon_1020001237023000,КАЛИНИНГРАД_МРФЦ_КГТ,sorting_center,ozon,RU,,Калининград,1020001237023000,active
ozon_1020002912539000,КАЛИНИНГРАД_ХАБ_КАМСКАЯ,sorting_center,ozon,RU,,Калининград,1020002912539000,active
ozon_1020001989874000,КАЛИНИНГРАД_ХАБ_КАМСКАЯ_КГТ,sorting_center,ozon,RU,,Калининград,1020001989874000,active
ozon_20547966716000,КАЛИНИНГРАД_ХАБ_ПЕЧАТНАЯ,sorting_center,ozon,RU,,Калининград,20547966716000,active
ozon_1020005005028590,КЕМЕРОВО_ДО_ТУХАЧЕВСКОГО,sorting_center,ozon,RU,,Новосибирск,1020005005028590,active
ozon_1020001041617000,КЕМЕРОВО_КГТ,sorting_center,ozon,RU,,Новосибирск,1020001041617000,active
ozon_1020001577176000,КЕМЕРОВО_КГТ_ДО,sorting_center,ozon,RU,,Новосибирск,1020001577176000,active
ozon_1020002417916000,КЕМЕРОВО_ТУХАЧЕВСКОГО_КГТ,sorting_center,ozon,RU,,Новосибирск,1020002417916000,active
ozon_1020001012221000,КЕМЕРОВО_ХАБ_КОМИССАРОВО,sorting_center,ozon,RU,,Новосибирск,1020001012221000,active
ozon_16193529625000,КЕМЕРОВО_ХАБ_НОВЫЙ,sorting_center,ozon,RU,,Новосибирск,16193529625000,active
ozon_1020005013277180,КЕМЕРОВО_ХАБ_ПРОМЫШЛЕННАЯ,sorting_center,ozon,RU,,Новосибирск,1020005013277180,active
ozon_1020001702328000,КЕМЕРОВО_ХАБ_ТУХАЧЕВСКОГО,sorting_center,ozon,RU,,Новосибирск,1020001702328000,active
ozon_1020005010124850,КОСТРОМА_ХАБ,sorting_center,ozon,RU,,Ярославль,1020005010124850,active
ozon_1020005010128180,КОСТРОМА_ХАБ_ДО,sorting_center,ozon,RU,,Ярославль,1020005010128180,active
ozon_1020005010129220,КОСТРОМА_ХАБ_КГТ,sorting_center,ozon,RU,,Ярославль,1020005010129220,active
ozon_1020005005674370,КРАСНОЯРСК_ДО_КРАЗОВСКАЯ,sorting_center,ozon,RU,,Красноярск,1020005005674370,active
ozon_1020001041555000,КРАСНОЯРСК_КГТ,sorting_center,ozon,RU,,Красноярск,1020001041555000,active
ozon_1020005000656912,КРАСНОЯРСК_КРАЗОВСКАЯ_КГТ,sorting_center,ozon,RU,,Красноярск,1020005000656912,active
ozon_1020003227802000,КРАСНОЯРСК_СОЛОНЦЫ_КГТ,sorting_center,ozon,RU,,Красноярск,1020003227802000,active
ozon_1020002910376000,КРАСНОЯРСК_ХАБ_КРАЗОВСКАЯ_БЛОК_1,sorting_center,ozon,RU,,Красноярск,1020002910376000,active
ozon_1020002915070000,КРАСНОЯРСК_ХАБ_КРАЗОВСКАЯ_БЛОК_2,sorting_center,ozon,RU,,Красноярск,1020002915070000,active
ozon_1020005005185370,КРАСНОЯРСК_ХАБ_КРАЗОВСКАЯ_БЛОК_3,sorting_center,ozon,RU,,Красноярск,1020005005185370,active
ozon_1020000808758000,КРАСНОЯРСК_ХАБ_СОЛОНЦЫ,sorting_center,ozon,RU,,Красноярск,1020000808758000,active
ozon_20547967058000,Коми_ХАБ_Каширское_3PL,sorting_center,ozon,RU,,"Москва, МО и Дальние регионы",20547967058000,active
ozon_1020000851710000,МАХАЧКАЛА_ХАБ_3PL,sorting_center,ozon,RU,,Махачкала,1020000851710000,active
ozon_1020003220103000,МАХАЧКАЛА_ХАБ_ЗАВОДСКАЯ,sorting_center,ozon,RU,,Махачкала,1020003220103000,active
ozon_1020003227966000,МАХАЧКАЛА_ХАБ_ЗАВОДСКАЯ_КГТ,sorting_center,ozon,RU,,Махачкала,1020003227966000,active
ozon_1020002162622000,МАХАЧКАЛА_ХАБ_СЕВЕРНАЯ,sorting_center,ozon,RU,,Махачкала,1020002162622000,active
ozon_1020002065907000,МО_ВАТУТИНКИ_ХАБ,sorting_center,ozon,RU,,"Москва, МО и Дальние регионы",1020002065907000,active
ozon_1020003227920000,МО_ВЕЛИНО_2_ХАБ,sorting_center,ozon,RU,,"Москва, МО и Дальние регионы",1020003227920000,active
ozon_1020003096954000,МО_ВЕЛИНО_ХАБ,sorting_center,ozon,RU,,"Москва, МО и Дальние регионы",1020003096954000,active
ozon_1020000936725000,МО_ВНУКОВО_2_ХАБ,sorting_center,ozon,RU,,"Москва, МО и Дальние регионы",1020000936725000,active
ozon_1020000884784000,МО_ВНУКОВО_КГТ,sorting_center,ozon,RU,,"Москва, МО и Дальние регионы",1020000884784000,active
ozon_1020000842832000,МО_ВНУКОВО_ХАБ,sorting_center,ozon,RU,,"Москва, МО и Дальние регионы",1020000842832000,active
ozon_1020000964594000,МО_ГРИВНО_2_ХАБ,sorting_center,ozon,RU,,"Москва, МО и Дальние регионы",1020000964594000,active
ozon_1020001067844000,МО_ГРИВНО_КГТ,sorting_center,ozon,RU,,"Москва, МО и Дальние регионы",1020001067844000,active
ozon_1020000780738000,МО_ГРИВНО_ХАБ,sorting_center,ozon,RU,,"Москва, МО и Дальние регионы",1020000780738000,active
ozon_1020005005493190,МО_ДОМОДЕДОВО_1_ДО,sorting_center,ozon,RU,,"Москва, МО и Дальние регионы",1020005005493190,active
ozon_1020002141147000,МО_ДОМОДЕДОВО_1_ХАБ,sorting_center,ozon,RU,,"Москва, МО и Дальние регионы",1020002141147000,active
ozon_1020002478687000,МО_ДОМОДЕДОВО_2_ХАБ,sorting_center,ozon,RU,,"Москва, МО и Дальние регионы",1020002478687000,active
ozon_1020000916183000,МО_ЖУКОВСКИЙ_2_ХАБ,sorting_center,ozon,RU,,"Москва, МО и Дальние регионы",1020000916183000,active
ozon_1020001046550000,МО_ЖУКОВСКИЙ_3_ХАБ,sorting_center,ozon,RU,,"Москва, МО и Дальние регионы",1020001046550000,active
ozon_23969023230000,МО_ЖУКОВСКИЙ_ХАБ,sorting_center,ozon,RU,,"Москва, МО и Дальние регионы",23969023230000,active
ozon_1020003227922000,МО_ЗАМОСКВОРЕЧЬЕ_1_ХАБ,sorting_center,ozon,RU,,"Москва, МО и Дальние регионы",1020003227922000,active
ozon_1020001520740000,МО_ЗАМОСКВОРЕЧЬЕ_IT,sorting_center,ozon,RU,,"Москва, МО и Дальние регионы",1020001520740000,active
ozon_1020001810579000,МО_ЗАМОСКВОРЕЧЬЕ_IT_FF,sorting_center,ozon,RU,,"Москва, МО и Дальние регионы",1020001810579000,active
ozon_1020002681017000,МО_ЗАМОСКВОРЕЧЬЕ_XD,sorting_center,ozon,RU,,"Москва, МО и Дальние регионы",1020002681017000,active
ozon_1020001572193000,МО_ЗАМОСКВОРЕЧЬЕ_КГТ,sorting_center,ozon,RU,,"Москва, МО и Дальние регионы",1020001572193000,active
ozon_1020002075314000,МО_ЗАМОСКВОРЕЧЬЕ_ФБС,sorting_center,ozon,RU,,"Москва, МО и Дальние регионы",1020002075314000,active
ozon_1020001344365000,МО_ЗАМОСКВОРЕЧЬЕ_ХАБ,sorting_center,ozon,RU,,"Москва, МО и Дальние регионы",1020001344365000,active
ozon_1020000185586000,МО_ИСТРА_2_ХАБ,sorting_center,ozon,RU,,"Москва, МО и Дальние регионы",1020000185586000,active
